ACEI,Type,dmd,Description
Lisinopril,ACEI + TZ,13845611000001103,Lisinopril 10mg / Hydrochlorothiazide 12.5mg tablets (Almus Pharmaceuticals Ltd) 28 tablet 2 x 14 tablets (product)
Lisinopril,ACEI + TZ,13845711000001107,Lisinopril 20mg / Hydrochlorothiazide 12.5mg tablets (Almus Pharmaceuticals Ltd) (product)
Lisinopril,ACEI + TZ,13845811000001104,Lisinopril 20mg / Hydrochlorothiazide 12.5mg tablets (Almus Pharmaceuticals Ltd) 28 tablet 2 x 14 tablets (product)
Lisinopril,ACEI,13976111000001105,Lisinopril 37.5mg/5ml oral solution 1 ml (product)
Lisinopril,ACEI,13976211000001104,Lisinopril 37.5mg/5ml oral solution (Special Order) (product)
Lisinopril,ACEI,13976311000001107,Lisinopril 37.5mg/5ml oral solution (Special Order) 1 ml (product)
Lisinopril,ACEI,13976411000001100,Lisinopril 37.5mg/5ml oral suspension 1 ml (product)
Lisinopril,ACEI,13976511000001101,Lisinopril 37.5mg/5ml oral suspension (Special Order) (product)
Lisinopril,ACEI,13976611000001102,Lisinopril 37.5mg/5ml oral suspension (Special Order) 1 ml (product)
Lisinopril,ACEI + TZ,13983811000001102,Zestoretic 20 tablets (Doncaster Pharmaceuticals Ltd) (product)
Lisinopril,ACEI + TZ,13983911000001107,Zestoretic 20 tablets (Doncaster Pharmaceuticals Ltd) 28 tablet (product)
Lisinopril,ACEI,14014711000001100,Lisinopril 37.5mg/5ml oral solution (product)
Lisinopril,ACEI,14014811000001108,Lisinopril 37.5mg/5ml oral suspension (product)
Lisinopril,ACEI,14122911000001109,Lisinopril 2.5mg tablets (Consilient Health Ltd) (product)
Lisinopril,ACEI,14123011000001101,Lisinopril 2.5mg tablets (Consilient Health Ltd) 28 tablet (product)
Lisinopril,ACEI,14123111000001100,Lisinopril 5mg tablets (Consilient Health Ltd) (product)
Lisinopril,ACEI,14123211000001106,Lisinopril 5mg tablets (Consilient Health Ltd) 28 tablet (product)
Lisinopril,ACEI,14123311000001103,Lisinopril 10mg tablets (Consilient Health Ltd) (product)
Lisinopril,ACEI,14123411000001105,Lisinopril 10mg tablets (Consilient Health Ltd) 28 tablet (product)
Lisinopril,ACEI,14123511000001109,Lisinopril 20mg tablets (Consilient Health Ltd) (product)
Lisinopril,ACEI,14123611000001108,Lisinopril 20mg tablets (Consilient Health Ltd) 28 tablet (product)
Lisinopril,ACEI + TZ,14767411000001104,Zestoretic 10 tablets (Sigma Pharmaceuticals Plc) (product)
Lisinopril,ACEI + TZ,14767511000001100,Zestoretic 10 tablets (Sigma Pharmaceuticals Plc) 28 tablet (product)
Lisinopril,ACEI + TZ,14767611000001101,Zestoretic 20 tablets (Sigma Pharmaceuticals Plc) (product)
Lisinopril,ACEI + TZ,14767711000001105,Zestoretic 20 tablets (Sigma Pharmaceuticals Plc) 28 tablet (product)
Lisinopril,ACEI,14767811000001102,Zestril 20mg tablets (Sigma Pharmaceuticals Plc) (product)
Lisinopril,ACEI,14767811000001102,Zestril 20mg tablets (Sigma Pharmaceuticals Plc) (product)
Lisinopril,ACEI,14767911000001107,Zestril 20mg tablets (Sigma Pharmaceuticals Plc) 28 tablet (product)
Lisinopril,ACEI,14767911000001107,Zestril 20mg tablets (Sigma Pharmaceuticals Plc) 28 tablet (product)
Lisinopril,ACEI,15107411000001103,Lisinopril 10mg tablets (Sigma Pharmaceuticals Plc) (product)
Lisinopril,ACEI,15107511000001104,Lisinopril 10mg tablets (Sigma Pharmaceuticals Plc) 28 tablet (product)
Lisinopril,ACEI,15107611000001100,Lisinopril 2.5mg tablets (Sigma Pharmaceuticals Plc) (product)
Lisinopril,ACEI,15107711000001109,Lisinopril 2.5mg tablets (Sigma Pharmaceuticals Plc) 28 tablet (product)
Lisinopril,ACEI,15107811000001101,Lisinopril 20mg tablets (Sigma Pharmaceuticals Plc) (product)
Lisinopril,ACEI,15107911000001106,Lisinopril 20mg tablets (Sigma Pharmaceuticals Plc) 28 tablet (product)
Lisinopril,ACEI,15108011000001108,Lisinopril 5mg tablets (Sigma Pharmaceuticals Plc) (product)
Lisinopril,ACEI,15108111000001109,Lisinopril 5mg tablets (Sigma Pharmaceuticals Plc) 28 tablet (product)
Lisinopril,ACEI + TZ,15419111000001101,Lisinopril 20mg / Hydrochlorothiazide 12.5mg tablets 30 tablet (product)
Lisinopril,ACEI + TZ,15419211000001107,Zestoretic 20 tablets (Waymade Healthcare Plc) 30 tablet (product)
Lisinopril,ACEI + TZ,15505211000001103,Lisinopril 10mg / Hydrochlorothiazide 12.5mg tablets 30 tablet (product)
Lisinopril,ACEI + TZ,15505311000001106,Zestoretic 10 tablets (Waymade Healthcare Plc) 30 tablet (product)
Lisinopril,ACEI,15879211000001105,Lisinopril 14mg/5ml oral solution 1 ml (product)
Lisinopril,ACEI,15879311000001102,Lisinopril 14mg/5ml oral solution (Special Order) (product)
Lisinopril,ACEI,15879411000001109,Lisinopril 14mg/5ml oral solution (Special Order) 1 ml (product)
Lisinopril,ACEI,15879511000001108,Lisinopril 14mg/5ml oral suspension 1 ml (product)
Lisinopril,ACEI,15879611000001107,Lisinopril 14mg/5ml oral suspension (Special Order) (product)
Lisinopril,ACEI,15879711000001103,Lisinopril 14mg/5ml oral suspension (Special Order) 1 ml (product)
Lisinopril,ACEI,15880311000001102,Lisinopril 14mg/5ml oral solution (product)
Lisinopril,ACEI,15880411000001109,Lisinopril 14mg/5ml oral suspension (product)
Lisinopril,ACEI,16060211000001109,Lisinopril 2.5mg tablets (Bristol Laboratories Ltd) (product)
Lisinopril,ACEI,16060311000001101,Lisinopril 2.5mg tablets (Bristol Laboratories Ltd) 28 tablet 2 x 14 tablets (product)
Lisinopril,ACEI,16060411000001108,Lisinopril 5mg tablets (Bristol Laboratories Ltd) (product)
Lisinopril,ACEI,16060511000001107,Lisinopril 5mg tablets (Bristol Laboratories Ltd) 28 tablet 2 x 14 tablets (product)
Lisinopril,ACEI,16060611000001106,Lisinopril 10mg tablets (Bristol Laboratories Ltd) (product)
Lisinopril,ACEI,16060711000001102,Lisinopril 10mg tablets (Bristol Laboratories Ltd) 28 tablet 2 x 14 tablets (product)
Lisinopril,ACEI,16060811000001105,Lisinopril 20mg tablets (Bristol Laboratories Ltd) (product)
Lisinopril,ACEI,16060911000001100,Lisinopril 20mg tablets (Bristol Laboratories Ltd) 28 tablet 2 x 14 tablets (product)
Lisinopril,ACEI + TZ,16061011000001108,Lisinopril 10mg / Hydrochlorothiazide 12.5mg tablets (Bristol Laboratories Ltd) (product)
Lisinopril,ACEI + TZ,16061111000001109,Lisinopril 10mg / Hydrochlorothiazide 12.5mg tablets (Bristol Laboratories Ltd) 28 tablet 2 x 14 tablets (product)
Lisinopril,ACEI + TZ,16061211000001103,Lisinopril 20mg / Hydrochlorothiazide 12.5mg tablets (Bristol Laboratories Ltd) (product)
Lisinopril,ACEI + TZ,16061311000001106,Lisinopril 20mg / Hydrochlorothiazide 12.5mg tablets (Bristol Laboratories Ltd) 28 tablet 2 x 14 tablets (product)
Lisinopril,ACEI + TZ,16449811000001104,Zestoretic 20 tablets (Lexon (UK) Ltd) (product)
Lisinopril,ACEI + TZ,16449911000001109,Zestoretic 20 tablets (Lexon (UK) Ltd) 28 tablet (product)
Lisinopril,ACEI,16450011000001100,Zestril 5mg tablets (Lexon (UK) Ltd) (product)
Lisinopril,ACEI,16450011000001100,Zestril 5mg tablets (Lexon (UK) Ltd) (product)
Lisinopril,ACEI,16450111000001104,Zestril 5mg tablets (Lexon (UK) Ltd) 28 tablet (product)
Lisinopril,ACEI,16450111000001104,Zestril 5mg tablets (Lexon (UK) Ltd) 28 tablet (product)
Lisinopril,ACEI,17480011000001107,Zestril 2.5mg tablets (Mawdsley-Brooks & Company Ltd) (product)
Lisinopril,ACEI,17480011000001107,Zestril 2.5mg tablets (Mawdsley-Brooks & Company Ltd) (product)
Lisinopril,ACEI,17480111000001108,Zestril 2.5mg tablets (Mawdsley-Brooks & Company Ltd) 28 tablet (product)
Lisinopril,ACEI,17480111000001108,Zestril 2.5mg tablets (Mawdsley-Brooks & Company Ltd) 28 tablet (product)
Lisinopril,ACEI + TZ,17900711000001105,Zestoretic 10 tablets (Sigma Pharmaceuticals Plc) 30 tablet (product)
Lisinopril,ACEI + TZ,17936611000001108,Lisinopril 10mg / Hydrochlorothiazide 12.5mg tablets (Phoenix Healthcare Distribution Ltd) (product)
Lisinopril,ACEI + TZ,17936711000001104,Lisinopril 10mg / Hydrochlorothiazide 12.5mg tablets (Phoenix Healthcare Distribution Ltd) 28 tablet (product)
Lisinopril,ACEI + TZ,17936811000001107,Lisinopril 20mg / Hydrochlorothiazide 12.5mg tablets (Phoenix Healthcare Distribution Ltd) (product)
Lisinopril,ACEI + TZ,17936911000001102,Lisinopril 20mg / Hydrochlorothiazide 12.5mg tablets (Phoenix Healthcare Distribution Ltd) 28 tablet (product)
Lisinopril,ACEI,17937011000001103,Lisinopril 2.5mg tablets (Phoenix Healthcare Distribution Ltd) (product)
Lisinopril,ACEI,17937111000001102,Lisinopril 2.5mg tablets (Phoenix Healthcare Distribution Ltd) 28 tablet (product)
Lisinopril,ACEI,17937211000001108,Lisinopril 5mg tablets (Phoenix Healthcare Distribution Ltd) (product)
Lisinopril,ACEI,17937311000001100,Lisinopril 5mg tablets (Phoenix Healthcare Distribution Ltd) 28 tablet (product)
Lisinopril,ACEI,17937411000001107,Lisinopril 10mg tablets (Phoenix Healthcare Distribution Ltd) (product)
Lisinopril,ACEI,17937511000001106,Lisinopril 10mg tablets (Phoenix Healthcare Distribution Ltd) 28 tablet (product)
Lisinopril,ACEI,17937611000001105,Lisinopril 20mg tablets (Phoenix Healthcare Distribution Ltd) (product)
Lisinopril,ACEI,17937711000001101,Lisinopril 20mg tablets (Phoenix Healthcare Distribution Ltd) 28 tablet (product)
Lisinopril,ACEI + TZ,18208811000001108,Zestoretic 20 tablets (Necessity Supplies Ltd) (product)
Lisinopril,ACEI + TZ,18208911000001103,Zestoretic 20 tablets (Necessity Supplies Ltd) 28 tablet (product)
Lisinopril,ACEI,18209011000001107,Zestril 20mg tablets (Necessity Supplies Ltd) (product)
Lisinopril,ACEI,18209011000001107,Zestril 20mg tablets (Necessity Supplies Ltd) (product)
Lisinopril,ACEI,18209111000001108,Zestril 20mg tablets (Necessity Supplies Ltd) 28 tablet (product)
Lisinopril,ACEI,18209111000001108,Zestril 20mg tablets (Necessity Supplies Ltd) 28 tablet (product)
Lisinopril,ACEI,18209211000001102,Zestril 5mg tablets (Necessity Supplies Ltd) (product)
Lisinopril,ACEI,18209211000001102,Zestril 5mg tablets (Necessity Supplies Ltd) (product)
Lisinopril,ACEI,18209311000001105,Zestril 5mg tablets (Necessity Supplies Ltd) 28 tablet (product)
Lisinopril,ACEI,18209311000001105,Zestril 5mg tablets (Necessity Supplies Ltd) 28 tablet (product)
Lisinopril,ACEI,18463011000001106,Lisinopril 10mg tablets (Accord Healthcare Ltd) (product)
Lisinopril,ACEI,18463111000001107,Lisinopril 10mg tablets (Accord Healthcare Ltd) 28 tablet (product)
Lisinopril,ACEI,18463211000001101,Lisinopril 20mg tablets (Accord Healthcare Ltd) (product)
Lisinopril,ACEI,18463311000001109,Lisinopril 20mg tablets (Accord Healthcare Ltd) 28 tablet (product)
Lisinopril,ACEI,18463411000001102,Lisinopril 5mg tablets (Accord Healthcare Ltd) (product)
Lisinopril,ACEI,18463511000001103,Lisinopril 5mg tablets (Accord Healthcare Ltd) 28 tablet (product)
Lisinopril,ACEI,19597111000001107,Lisinopril 5mg/5ml oral solution 150 ml (product)
Lisinopril,ACEI,19597211000001101,Lisinopril 5mg/5ml oral solution (Drug Tariff Special Order) 150 ml (product)
Lisinopril,ACEI,19597311000001109,Lisinopril 5mg/5ml oral suspension 100 ml (product)
Lisinopril,ACEI,19597511000001103,Lisinopril 5mg/5ml oral suspension (Drug Tariff Special Order) 100 ml (product)
Lisinopril,ACEI,20549511000001103,Lisinopril 40mg/5ml oral suspension 1 ml (product)
Lisinopril,ACEI,20549611000001104,Lisinopril 40mg/5ml oral suspension (Special Order) (product)
Lisinopril,ACEI,20549711000001108,Lisinopril 40mg/5ml oral suspension (Special Order) 1 ml (product)
Lisinopril,ACEI,20556011000001103,Lisinopril 40mg/5ml oral suspension (product)
Lisinopril,ACEI + TZ,22071611000001106,Lisinopril 10mg / Hydrochlorothiazide 12.5mg tablets (Waymade Healthcare Plc) (product)
Lisinopril,ACEI + TZ,22071711000001102,Lisinopril 10mg / Hydrochlorothiazide 12.5mg tablets (Waymade Healthcare Plc) 28 tablet (product)
Lisinopril,ACEI + TZ,22071811000001105,Lisinopril 20mg / Hydrochlorothiazide 12.5mg tablets (Waymade Healthcare Plc) (product)
Lisinopril,ACEI + TZ,22072011000001107,Lisinopril 20mg / Hydrochlorothiazide 12.5mg tablets (Waymade Healthcare Plc) 28 tablet (product)
Lisinopril,ACEI,22072211000001102,Lisinopril 2.5mg tablets (Waymade Healthcare Plc) (product)
Lisinopril,ACEI,22072311000001105,Lisinopril 2.5mg tablets (Waymade Healthcare Plc) 28 tablet (product)
Lisinopril,ACEI,22072411000001103,Lisinopril 5mg tablets (Waymade Healthcare Plc) (product)
Lisinopril,ACEI,22072511000001104,Lisinopril 5mg tablets (Waymade Healthcare Plc) 28 tablet (product)
Lisinopril,ACEI,22072611000001100,Lisinopril 10mg tablets (Waymade Healthcare Plc) (product)
Lisinopril,ACEI,22072711000001109,Lisinopril 10mg tablets (Waymade Healthcare Plc) 28 tablet (product)
Lisinopril,ACEI,22072811000001101,Lisinopril 20mg tablets (Waymade Healthcare Plc) (product)
Lisinopril,ACEI,22072911000001106,Lisinopril 20mg tablets (Waymade Healthcare Plc) 28 tablet (product)
Lisinopril,ACEI + TZ,24366811000001102,Lisinopril 10mg / Hydrochlorothiazide 12.5mg tablets (DE Pharmaceuticals) (product)
Lisinopril,ACEI + TZ,24366911000001107,Lisinopril 10mg / Hydrochlorothiazide 12.5mg tablets (DE Pharmaceuticals) 28 tablet (product)
Lisinopril,ACEI + TZ,24367111000001107,Lisinopril 20mg / Hydrochlorothiazide 12.5mg tablets (DE Pharmaceuticals) (product)
Lisinopril,ACEI + TZ,24367311000001109,Lisinopril 20mg / Hydrochlorothiazide 12.5mg tablets (DE Pharmaceuticals) 28 tablet (product)
Lisinopril,ACEI,24367411000001102,Lisinopril 10mg tablets (DE Pharmaceuticals) (product)
Lisinopril,ACEI,24367511000001103,Lisinopril 10mg tablets (DE Pharmaceuticals) 28 tablet (product)
Lisinopril,ACEI,24368011000001107,Lisinopril 2.5mg tablets (DE Pharmaceuticals) (product)
Lisinopril,ACEI,24368311000001105,Lisinopril 2.5mg tablets (DE Pharmaceuticals) 28 tablet (product)
Lisinopril,ACEI,24368611000001100,Lisinopril 20mg tablets (DE Pharmaceuticals) (product)
Lisinopril,ACEI,24368711000001109,Lisinopril 20mg tablets (DE Pharmaceuticals) 28 tablet (product)
Lisinopril,ACEI,24368811000001101,Lisinopril 5mg tablets (DE Pharmaceuticals) (product)
Lisinopril,ACEI,24368911000001106,Lisinopril 5mg tablets (DE Pharmaceuticals) 28 tablet (product)
Lisinopril,ACEI,27377211000001100,Lisinopril 2.5mg tablets (Lupin (Europe) Ltd) (product)
Lisinopril,ACEI,27377311000001108,Lisinopril 2.5mg tablets (Lupin (Europe) Ltd) 28 tablet (product)
Lisinopril,ACEI,27377411000001101,Lisinopril 5mg tablets (Lupin (Europe) Ltd) (product)
Lisinopril,ACEI,27377511000001102,Lisinopril 5mg tablets (Lupin (Europe) Ltd) 28 tablet (product)
Lisinopril,ACEI,27377611000001103,Lisinopril 10mg tablets (Lupin (Europe) Ltd) (product)
Lisinopril,ACEI,27377711000001107,Lisinopril 10mg tablets (Lupin (Europe) Ltd) 28 tablet (product)
Lisinopril,ACEI,27377811000001104,Lisinopril 20mg tablets (Lupin (Europe) Ltd) (product)
Lisinopril,ACEI,27377911000001109,Lisinopril 20mg tablets (Lupin (Europe) Ltd) 28 tablet (product)
Lisinopril,ACEI + TZ,27475211000001104,Lisinopril 20mg / Hydrochlorothiazide 12.5mg tablets (Lupin (Europe) Ltd) (product)
Lisinopril,ACEI + TZ,27475311000001107,Lisinopril 20mg / Hydrochlorothiazide 12.5mg tablets (Lupin (Europe) Ltd) 28 tablet (product)
Lisinopril,ACEI,27877311000001105,Lisinopril 2.5mg/5ml oral solution 100 ml (product)
Lisinopril,ACEI,27877411000001103,Lisinopril 2.5mg/5ml oral solution (Drug Tariff Special Order) 100 ml (product)
Lisinopril,ACEI,27877511000001104,Lisinopril 2.5mg/5ml oral suspension 100 ml (product)
Lisinopril,ACEI,27877611000001100,Lisinopril 2.5mg/5ml oral suspension (Drug Tariff Special Order) 100 ml (product)
Lisinopril,ACEI,27877711000001109,Lisinopril 20mg/5ml oral solution 100 ml (product)
Lisinopril,ACEI,27877811000001101,Lisinopril 20mg/5ml oral solution (Drug Tariff Special Order) 100 ml (product)
Lisinopril,ACEI,27877911000001106,Lisinopril 20mg/5ml oral suspension 100 ml (product)
Lisinopril,ACEI,27878011000001108,Lisinopril 20mg/5ml oral suspension (Drug Tariff Special Order) 100 ml (product)
Lisinopril,ACEI + TZ,28168411000001108,Lisinopril 10mg / Hydrochlorothiazide 12.5mg tablets (Lupin (Europe) Ltd) (product)
Lisinopril,ACEI + TZ,28168811000001105,Lisinopril 10mg / Hydrochlorothiazide 12.5mg tablets (Lupin (Europe) Ltd) 28 tablet (product)
Lisinopril,ACEI + TZ,29891911000001102,Lisinopril 20mg / Hydrochlorothiazide 12.5mg tablets (Sigma Pharmaceuticals Plc) (product)
Lisinopril,ACEI + TZ,29892011000001109,Lisinopril 20mg / Hydrochlorothiazide 12.5mg tablets (Sigma Pharmaceuticals Plc) 28 tablet (product)
Lisinopril,ACEI + TZ,29892111000001105,Lisinopril 10mg / Hydrochlorothiazide 12.5mg tablets (Sigma Pharmaceuticals Plc) (product)
Lisinopril,ACEI + TZ,29892211000001104,Lisinopril 10mg / Hydrochlorothiazide 12.5mg tablets (Sigma Pharmaceuticals Plc) 28 tablet (product)
Lisinopril,ACEI + TZ,30221211000001106,Lisinopril 10mg / Hydrochlorothiazide 12.5mg tablets (Mawdsley-Brooks & Company Ltd) (product)
Lisinopril,ACEI + TZ,30221311000001103,Lisinopril 10mg / Hydrochlorothiazide 12.5mg tablets (Mawdsley-Brooks & Company Ltd) 28 tablet (product)
Lisinopril,ACEI,30221411000001105,Lisinopril 2.5mg tablets (Mawdsley-Brooks & Company Ltd) (product)
Lisinopril,ACEI,30221511000001109,Lisinopril 2.5mg tablets (Mawdsley-Brooks & Company Ltd) 28 tablet (product)
Lisinopril,ACEI,30221611000001108,Lisinopril 5mg tablets (Mawdsley-Brooks & Company Ltd) (product)
Lisinopril,ACEI,30221711000001104,Lisinopril 5mg tablets (Mawdsley-Brooks & Company Ltd) 28 tablet (product)
Lisinopril,ACEI,30221811000001107,Lisinopril 10mg tablets (Mawdsley-Brooks & Company Ltd) (product)
Lisinopril,ACEI,30221911000001102,Lisinopril 10mg tablets (Mawdsley-Brooks & Company Ltd) 28 tablet (product)
Lisinopril,ACEI,30222011000001109,Lisinopril 20mg tablets (Mawdsley-Brooks & Company Ltd) (product)
Lisinopril,ACEI,30222111000001105,Lisinopril 20mg tablets (Mawdsley-Brooks & Company Ltd) 28 tablet (product)
Lisinopril,ACEI,30223711000001103,Lisinopril 5mg/5ml oral solution sugar free 150 ml (product)
Lisinopril,ACEI,30223811000001106,Lisinopril 5mg/5ml oral solution sugar free (Essential Pharmaceuticals Ltd) (product)
Lisinopril,ACEI,30223911000001101,Lisinopril 5mg/5ml oral solution sugar free (Essential Pharmaceuticals Ltd) 150 ml (product)
Lisinopril,ACEI,30251811000001106,Lisinopril 5mg/5ml oral solution sugar free (product)
Lisinopril,ACEI,30275211000001105,Zestril 10mg tablets (Waymade Healthcare Plc) (product)
Lisinopril,ACEI,30275211000001105,Zestril 10mg tablets (Waymade Healthcare Plc) (product)
Lisinopril,ACEI,30275311000001102,Zestril 10mg tablets (Waymade Healthcare Plc) 28 tablet (product)
Lisinopril,ACEI,30275311000001102,Zestril 10mg tablets (Waymade Healthcare Plc) 28 tablet (product)
Lisinopril,ACEI,30801411000001106,Lisinopril 5mg/5ml oral solution sugar free (Alliance Healthcare (Distribution) Ltd) (product)
Lisinopril,ACEI,30801911000001103,Lisinopril 5mg/5ml oral solution sugar free (Alliance Healthcare (Distribution) Ltd) 150 ml (product)
Lisinopril,ACEI,30987911000001102,Lisinopril 5mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd) (product)
Lisinopril,ACEI,30988011000001100,Lisinopril 5mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd) 150 ml (product)
Lisinopril,ACEI,35165211000001107,Lisinopril 5mg tablets (Aurobindo Pharma Ltd) (product)
Lisinopril,ACEI,35165311000001104,Lisinopril 5mg tablets (Aurobindo Pharma Ltd) 28 tablet (product)
Lisinopril,ACEI,35165411000001106,Lisinopril 10mg tablets (Aurobindo Pharma Ltd) (product)
Lisinopril,ACEI,35165511000001105,Lisinopril 10mg tablets (Aurobindo Pharma Ltd) 28 tablet (product)
Lisinopril,ACEI,35165611000001109,Lisinopril 20mg tablets (Aurobindo Pharma Ltd) (product)
Lisinopril,ACEI,35165711000001100,Lisinopril 20mg tablets (Aurobindo Pharma Ltd) 28 tablet (product)
Lisinopril,ACEI,35391311000001107,Lisinopril 2.5mg tablets (Crescent Pharma Ltd) (product)
Lisinopril,ACEI,35391411000001100,Lisinopril 2.5mg tablets (Crescent Pharma Ltd) 28 tablet 2 x 14 tablets (product)
Lisinopril,ACEI,35391711000001106,Lisinopril 5mg tablets (Crescent Pharma Ltd) (product)
Lisinopril,ACEI,35391811000001103,Lisinopril 5mg tablets (Crescent Pharma Ltd) 28 tablet 2 x 14 tablets (product)
Lisinopril,ACEI,35392011000001101,Lisinopril 10mg tablets (Crescent Pharma Ltd) (product)
Lisinopril,ACEI,35392211000001106,Lisinopril 10mg tablets (Crescent Pharma Ltd) 28 tablet 2 x 14 tablets (product)
Lisinopril,ACEI,35392311000001103,Lisinopril 20mg tablets (Crescent Pharma Ltd) (product)
Lisinopril,ACEI,35392411000001105,Lisinopril 20mg tablets (Crescent Pharma Ltd) 28 tablet 2 x 14 tablets (product)
Lisinopril,ACEI,36937411000001109,Lisinopril 5mg tablets 500 tablet (product)
Lisinopril,ACEI,36937711000001103,Lisinopril 5mg tablets (Mylan) 500 tablet (product)
Lisinopril,ACEI,36937811000001106,Lisinopril 2.5mg tablets 500 tablet (product)
Lisinopril,ACEI,36937911000001101,Lisinopril 2.5mg tablets (Mylan) 500 tablet (product)
Lisinopril,ACEI,36938011000001104,Lisinopril 10mg tablets 500 tablet (product)
Lisinopril,ACEI,36938211000001109,Lisinopril 10mg tablets (Mylan) 500 tablet (product)
Lisinopril,ACEI,36938311000001101,Lisinopril 20mg tablets 500 tablet (product)
Lisinopril,ACEI,36938411000001108,Lisinopril 20mg tablets (Mylan) 500 tablet (product)
Moexipril,ACEI,2570801000001103,Moexipril hydrochloride 7.5mg tablet - product
Moexipril,ACEI,2570901000001109,Moexipril hydrochloride 15mg tablet - product
Moexipril,ACEI,2571001000001100,Perdix 7.5mg tablet
Moexipril,ACEI,2571101000001104,Perdix 15mg tablet
Moexipril,ACEI,2767301000001100,Perdix (qualifier value)
Moexipril,ACEI,4040111000001103,Moexipril 15mg tablets 28 tablet (product)
Moexipril,ACEI,4040311000001101,Perdix 15mg tablets (Schwarz Pharma Ltd) (product)
Moexipril,ACEI,4040411000001108,Perdix 15mg tablets (Schwarz Pharma Ltd) 28 tablet 2 x 14 tablets (product)
Moexipril,ACEI,4040711000001102,Moexipril 7.5mg tablets 28 tablet (product)
Moexipril,ACEI,4041111000001109,Perdix 7.5mg tablets (Schwarz Pharma Ltd) (product)
Moexipril,ACEI,4041311000001106,Perdix 7.5mg tablets (Schwarz Pharma Ltd) 28 tablet 2 x 14 tablets (product)
Moexipril,ACEI,4053311000001105,Moexipril hydrochloride (substance)
Moexipril,ACEI,9302201000001103,Perdix (product)
Perindopril,ACEI,48211000001104,Coversyl 2mg tablets (Servier Laboratories Limited) (product)
Perindopril,ACEI,226801000001105,Coversyl 2mg tablet
Perindopril,ACEI,297801000001104,Coversyl 4mg tablet
Perindopril,ACEI + TZ,562511000001109,Coversyl Plus tablets (Servier Laboratories Limited) (product)
Perindopril,ACEI,602801000001102,Perindopril erbumine 2mg tablet - product
Perindopril,ACEI,673501000001104,Perindopril erbumine 4mg tablet - product
Perindopril,ACEI,902211000001100,Coversyl 4mg tablets (Servier Laboratories Limited) (product)
Perindopril,ACEI,955611000001100,Perindopril 4mg / Indapamide 1.25mg tablets 30 tablet (product)
Perindopril,ACEI,993111000001102,Perindopril 2mg tablets 30 tablet (product)
Perindopril,ACEI,1096511000001105,Perindopril 4mg tablets 30 tablet (product)
Perindopril,ACEI,1356411000001100,Coversyl 2mg tablets (Servier Laboratories Limited) 30 tablet (product)
Perindopril,ACEI,1356511000001101,Coversyl 4mg tablets (Servier Laboratories Limited) 30 tablet (product)
Perindopril,ACEI,2612101000001109,Coversyl (qualifier value)
Perindopril,ACEI + TZ,2646711000001100,Coversyl Plus tablets (Servier Laboratories Limited) 30 tablet (product)
Perindopril,ACEI,3437611000001100,Perindopril 4mg / Indapamide 1.25mg tablets (product)
Perindopril,ACEI,3803611000001105,Perindopril 8mg tablets 30 tablet (product)
Perindopril,ACEI,3803711000001101,Coversyl 8mg tablets (Servier Laboratories Limited) (product)
Perindopril,ACEI,3803911000001104,Coversyl 8mg tablets (Servier Laboratories Limited) 30 tablet (product)
Perindopril,ACEI,3805811000001108,Perindopril 8mg tablets (product)
Perindopril,ACEI + TZ,4104101000001107,Coversyl Plus 4mg/1.25mg tablet
Perindopril,ACEI + TZ,4104201000001100,Coversyl Plus (qualifier value)
Perindopril,ACEI,4218001000001101,Perindopril erbumine 8mg tablet - product
Perindopril,ACEI,4218101000001100,Coversyl 8mg tablet
Perindopril,ACEI,5351711000001104,Perindopril 2mg tablets 50 tablet (product)
Perindopril,ACEI,5352011000001109,Coversyl 2mg tablets (PI) (Waymade Ltd) (product)
Perindopril,ACEI,5352111000001105,Coversyl 2mg tablets (PI) (Waymade Ltd) 30 tablet (product)
Perindopril,ACEI,5352211000001104,Coversyl 2mg tablets (PI) (Waymade Ltd) 50 tablet 2 x 25 tablets (product)
Perindopril,ACEI,5457211000001107,Perindopril 4mg tablets (PI) (Dowelhurst Ltd) (product)
Perindopril,ACEI,5457311000001104,Perindopril 4mg tablets (PI) (Dowelhurst Ltd) 30 tablet (product)
Perindopril,ACEI,5534711000001103,Perindopril 2mg tablets 14 tablet (product)
Perindopril,ACEI,5534811000001106,Perindopril 2mg tablets 28 tablet (product)
Perindopril,ACEI,5534911000001101,Perindopril 2mg tablets 100 tablet (product)
Perindopril,ACEI,5535211000001106,Coversyl 2mg tablets (PI) (Dowelhurst Ltd) (product)
Perindopril,ACEI,5536211000001100,Coversyl 2mg tablets (PI) (Dowelhurst Ltd) 30 tablet (product)
Perindopril,ACEI,5536311000001108,Coversyl 2mg tablets (PI) (Dowelhurst Ltd) 100 tablet 4 x 25 tablets (product)
Perindopril,ACEI,5536411000001101,Coversyl 2mg tablets (PI) (Dowelhurst Ltd) 14 tablet (product)
Perindopril,ACEI,5536611000001103,Coversyl 2mg tablets (PI) (Dowelhurst Ltd) 28 tablet 2 x 14 tablets (product)
Perindopril,ACEI,5537411000001104,Perindopril 4mg tablets 50 tablet (product)
Perindopril,ACEI,5538111000001105,Perindopril 4mg tablets 100 tablet (product)
