ARB,Type,dmd,Description
Losartan,ARB,17661211000001109,Losartan 100mg tablets (Arrow Generics Ltd) 28 tablet 4 x 7 tablets (product)
Losartan,ARB,17912211000001100,Losartan 50mg tablets (Ranbaxy (UK) Ltd) (product)
Losartan,ARB,17912311000001108,Losartan 50mg tablets (Ranbaxy (UK) Ltd) 28 tablet 2 x 14 tablets (product)
Losartan,ARB,17912411000001101,Losartan 100mg tablets (Ranbaxy (UK) Ltd) (product)
Losartan,ARB,17912511000001102,Losartan 100mg tablets (Ranbaxy (UK) Ltd) 28 tablet 2 x 14 tablets (product)
Losartan,ARB,18054611000001102,Cozaar 50mg tablets (Lexon (UK) Ltd) (product)
Losartan,ARB,18054711000001106,Cozaar 50mg tablets (Lexon (UK) Ltd) 28 tablet (product)
Losartan,ARB + TZ,18054811000001103,Cozaar-Comp 100mg/25mg tablets (Lexon (UK) Ltd) (product)
Losartan,ARB + TZ,18054911000001108,Cozaar-Comp 100mg/25mg tablets (Lexon (UK) Ltd) 28 tablet (product)
Losartan,ARB + TZ,18055011000001108,Cozaar-Comp 50mg/12.5mg tablets (Lexon (UK) Ltd) (product)
Losartan,ARB + TZ,18055111000001109,Cozaar-Comp 50mg/12.5mg tablets (Lexon (UK) Ltd) 28 tablet (product)
Losartan,ARB + TZ,18139511000001105,Losartan 50mg / Hydrochlorothiazide 12.5mg tablets (Phoenix Healthcare Distribution Ltd) (product)
Losartan,ARB + TZ,18139611000001109,Losartan 50mg / Hydrochlorothiazide 12.5mg tablets (Phoenix Healthcare Distribution Ltd) 28 tablet (product)
Losartan,ARB + TZ,18139711000001100,Losartan 100mg / Hydrochlorothiazide 25mg tablets (Phoenix Healthcare Distribution Ltd) (product)
Losartan,ARB + TZ,18139811000001108,Losartan 100mg / Hydrochlorothiazide 25mg tablets (Phoenix Healthcare Distribution Ltd) 28 tablet (product)
Losartan,ARB,18139911000001103,Losartan 12.5mg tablets (Phoenix Healthcare Distribution Ltd) (product)
Losartan,ARB,18140011000001109,Losartan 12.5mg tablets (Phoenix Healthcare Distribution Ltd) 28 tablet (product)
Losartan,ARB,18140111000001105,Losartan 25mg tablets (Phoenix Healthcare Distribution Ltd) (product)
Losartan,ARB,18140211000001104,Losartan 25mg tablets (Phoenix Healthcare Distribution Ltd) 28 tablet (product)
Losartan,ARB,18140311000001107,Losartan 50mg tablets (Phoenix Healthcare Distribution Ltd) (product)
Losartan,ARB,18140411000001100,Losartan 50mg tablets (Phoenix Healthcare Distribution Ltd) 28 tablet (product)
Losartan,ARB,18140511000001101,Losartan 100mg tablets (Phoenix Healthcare Distribution Ltd) (product)
Losartan,ARB,18140611000001102,Losartan 100mg tablets (Phoenix Healthcare Distribution Ltd) 28 tablet (product)
Losartan,ARB + TZ,18165111000001109,Losartan 50mg / Hydrochlorothiazide 12.5mg tablets (Actavis UK Ltd) (product)
Losartan,ARB + TZ,18165211000001103,Losartan 50mg / Hydrochlorothiazide 12.5mg tablets (Actavis UK Ltd) 28 tablet 2 x 14 tablets (product)
Losartan,ARB,18169911000001109,Losartan 100mg tablets (Pfizer Ltd) (product)
Losartan,ARB,18170011000001108,Losartan 100mg tablets (Pfizer Ltd) 28 tablet (product)
Losartan,ARB,18170211000001103,Losartan 50mg tablets (Pfizer Ltd) (product)
Losartan,ARB,18170311000001106,Losartan 50mg tablets (Pfizer Ltd) 28 tablet (product)
Losartan,ARB,18170411000001104,Losartan 25mg tablets (Pfizer Ltd) (product)
Losartan,ARB,18170511000001100,Losartan 25mg tablets (Pfizer Ltd) 28 tablet (product)
Losartan,ARB + TZ,18225911000001100,Cozaar-Comp 50mg/12.5mg tablets (Necessity Supplies Ltd) (product)
Losartan,ARB + TZ,18226111000001109,Cozaar-Comp 50mg/12.5mg tablets (Necessity Supplies Ltd) 28 tablet (product)
Losartan,ARB,18226311000001106,Cozaar 100mg tablets (Necessity Supplies Ltd) (product)
Losartan,ARB,18226611000001101,Cozaar 100mg tablets (Necessity Supplies Ltd) 28 tablet (product)
Losartan,ARB,18226711000001105,Cozaar 50mg tablets (Necessity Supplies Ltd) (product)
Losartan,ARB,18226811000001102,Cozaar 50mg tablets (Necessity Supplies Ltd) 28 tablet (product)
Losartan,ARB,18227011000001106,Cozaar 50mg tablets (Necessity Supplies Ltd) 30 tablet (product)
Losartan,ARB + TZ,18276311000001107,Losartan 100mg / Hydrochlorothiazide 12.5mg tablets (A A H Pharmaceuticals Ltd) (product)
Losartan,ARB + TZ,18276411000001100,Losartan 100mg / Hydrochlorothiazide 12.5mg tablets (A A H Pharmaceuticals Ltd) 28 tablet 2 x 14 tablets (product)
Losartan,ARB + TZ,18277011000001107,Losartan 100mg / Hydrochlorothiazide 12.5mg tablets (Alliance Healthcare (Distribution) Ltd) (product)
Losartan,ARB + TZ,18277111000001108,Losartan 100mg / Hydrochlorothiazide 12.5mg tablets (Alliance Healthcare (Distribution) Ltd) 28 tablet 2 x 14 tablets (product)
Losartan,ARB + TZ,18299211000001100,Losartan 100mg / Hydrochlorothiazide 25mg tablets (Actavis UK Ltd) (product)
Losartan,ARB + TZ,18299311000001108,Losartan 100mg / Hydrochlorothiazide 25mg tablets (Actavis UK Ltd) 28 tablet 2 x 14 tablets (product)
Losartan,ARB,18463611000001104,Losartan 100mg tablets (Accord Healthcare Ltd) (product)
Losartan,ARB,18463711000001108,Losartan 100mg tablets (Accord Healthcare Ltd) 28 tablet (product)
Losartan,ARB,18463811000001100,Losartan 25mg tablets (Accord Healthcare Ltd) (product)
Losartan,ARB,18463911000001105,Losartan 25mg tablets (Accord Healthcare Ltd) 28 tablet (product)
Losartan,ARB,18464011000001108,Losartan 50mg tablets (Accord Healthcare Ltd) (product)
Losartan,ARB,18464111000001109,Losartan 50mg tablets (Accord Healthcare Ltd) 28 tablet (product)
Losartan,ARB,18476911000001109,Losartan 25mg tablets (Dr Reddy's Laboratories (UK) Ltd) (product)
Losartan,ARB,18477011000001108,Losartan 25mg tablets (Dr Reddy's Laboratories (UK) Ltd) 28 tablet (product)
Losartan,ARB,18477111000001109,Losartan 50mg tablets (Dr Reddy's Laboratories (UK) Ltd) (product)
Losartan,ARB,18477211000001103,Losartan 50mg tablets (Dr Reddy's Laboratories (UK) Ltd) 28 tablet (product)
Losartan,ARB,18477311000001106,Losartan 100mg tablets (Dr Reddy's Laboratories (UK) Ltd) (product)
Losartan,ARB,18477411000001104,Losartan 100mg tablets (Dr Reddy's Laboratories (UK) Ltd) 28 tablet (product)
Losartan,ARB,18494111000001106,Losartan 50mg tablets (Necessity Supplies Ltd) (product)
Losartan,ARB,18494211000001100,Losartan 50mg tablets (Necessity Supplies Ltd) 28 tablet (product)
Losartan,ARB + TZ,18552511000001109,Losartan 50mg / Hydrochlorothiazide 12.5mg tablets (Ranbaxy (UK) Ltd) (product)
Losartan,ARB + TZ,18552611000001108,Losartan 50mg / Hydrochlorothiazide 12.5mg tablets (Ranbaxy (UK) Ltd) 28 tablet 2 x 14 tablets (product)
Losartan,ARB + TZ,18618811000001108,Losartan 100mg / Hydrochlorothiazide 12.5mg tablets (Phoenix Healthcare Distribution Ltd) (product)
Losartan,ARB + TZ,18618911000001103,Losartan 100mg / Hydrochlorothiazide 12.5mg tablets (Phoenix Healthcare Distribution Ltd) 28 tablet (product)
Losartan,ARB + TZ,19485511000001100,Losartan 100mg / Hydrochlorothiazide 12.5mg tablets (Teva UK Ltd) (product)
Losartan,ARB + TZ,19485611000001101,Losartan 100mg / Hydrochlorothiazide 12.5mg tablets (Teva UK Ltd) 28 tablet 2 x 14 tablets (product)
Losartan,ARB + TZ,19541711000001106,Cozaar-Comp 100mg/25mg tablets (Doncaster Pharmaceuticals Ltd) (product)
Losartan,ARB + TZ,19541811000001103,Cozaar-Comp 100mg/25mg tablets (Doncaster Pharmaceuticals Ltd) 28 tablet (product)
Losartan,ARB + TZ,19541911000001108,Cozaar-Comp 50mg/12.5mg tablets (Doncaster Pharmaceuticals Ltd) (product)
Losartan,ARB + TZ,19542011000001101,Cozaar-Comp 50mg/12.5mg tablets (Doncaster Pharmaceuticals Ltd) 28 tablet (product)
Losartan,ARB,19870011000001102,Cozaar 100mg tablets (Lexon (UK) Ltd) (product)
Losartan,ARB,19870111000001101,Cozaar 100mg tablets (Lexon (UK) Ltd) 28 tablet (product)
Losartan,ARB + TZ,20102611000001105,Losartan 100mg / Hydrochlorothiazide 25mg tablets (Ranbaxy (UK) Ltd) (product)
Losartan,ARB + TZ,20102811000001109,Losartan 100mg / Hydrochlorothiazide 25mg tablets (Ranbaxy (UK) Ltd) 28 tablet 2 x 14 tablets (product)
Losartan,ARB,20308011000001106,Losartan 25mg tablets (Sandoz Ltd) (product)
Losartan,ARB,20308311000001109,Losartan 25mg tablets (Sandoz Ltd) 28 tablet (product)
Losartan,ARB,20308411000001102,Losartan 50mg tablets (Sandoz Ltd) (product)
Losartan,ARB,20308511000001103,Losartan 50mg tablets (Sandoz Ltd) 28 tablet (product)
Losartan,ARB,20308611000001104,Losartan 100mg tablets (Sandoz Ltd) (product)
Losartan,ARB,20308711000001108,Losartan 100mg tablets (Sandoz Ltd) 28 tablet (product)
Losartan,ARB + TZ,20308811000001100,Losartan 50mg / Hydrochlorothiazide 12.5mg tablets (Sandoz Ltd) (product)
Losartan,ARB + TZ,20308911000001105,Losartan 50mg / Hydrochlorothiazide 12.5mg tablets (Sandoz Ltd) 28 tablet (product)
Losartan,ARB + TZ,20309411000001105,Losartan 100mg / Hydrochlorothiazide 25mg tablets (Sandoz Ltd) (product)
Losartan,ARB + TZ,20309511000001109,Losartan 100mg / Hydrochlorothiazide 25mg tablets (Sandoz Ltd) 28 tablet (product)
Losartan,ARB,20571411000001104,Losartan 25mg tablets (Wockhardt UK Ltd) (product)
Losartan,ARB,20571511000001100,Losartan 25mg tablets (Wockhardt UK Ltd) 28 tablet 2 x 14 tablets (product)
Losartan,ARB,20571811000001102,Losartan 50mg tablets (Wockhardt UK Ltd) (product)
Losartan,ARB,20571911000001107,Losartan 50mg tablets (Wockhardt UK Ltd) 28 tablet 2 x 14 tablets (product)
Losartan,ARB,20572111000001104,Losartan 100mg tablets (Wockhardt UK Ltd) (product)
Losartan,ARB,20572311000001102,Losartan 100mg tablets (Wockhardt UK Ltd) 28 tablet 2 x 14 tablets (product)
Losartan,ARB + TZ,20947111000001109,Losartan 100mg / Hydrochlorothiazide 12.5mg tablets (Actavis UK Ltd) (product)
Losartan,ARB + TZ,20947211000001103,Losartan 100mg / Hydrochlorothiazide 12.5mg tablets (Actavis UK Ltd) 28 tablet 2 x 14 tablets (product)
Losartan,ARB,21033711000001102,Losartan 25mg tablets (Bristol Laboratories Ltd) (product)
Losartan,ARB,21033911000001100,Losartan 25mg tablets (Bristol Laboratories Ltd) 28 tablet (product)
Losartan,ARB,21034211000001107,Losartan 25mg tablets 56 tablet (product)
Losartan,ARB,21034811000001108,Losartan 25mg tablets (Bristol Laboratories Ltd) 56 tablet (product)
Losartan,ARB,21035211000001108,Losartan 25mg tablets 84 tablet (product)
Losartan,ARB,21035411000001107,Losartan 25mg tablets (Bristol Laboratories Ltd) 84 tablet (product)
Losartan,ARB,21036211000001102,Losartan 50mg tablets (Bristol Laboratories Ltd) (product)
Losartan,ARB,21036411000001103,Losartan 50mg tablets (Bristol Laboratories Ltd) 28 tablet (product)
Losartan,ARB,21036711000001109,Losartan 50mg tablets (Bristol Laboratories Ltd) 56 tablet (product)
Losartan,ARB,21037011000001105,Losartan 50mg tablets 84 tablet (product)
Losartan,ARB,21037411000001101,Losartan 50mg tablets (Bristol Laboratories Ltd) 84 tablet (product)
Losartan,ARB,21037511000001102,Losartan 100mg tablets (Bristol Laboratories Ltd) (product)
Losartan,ARB,21037611000001103,Losartan 100mg tablets (Bristol Laboratories Ltd) 28 tablet (product)
Losartan,ARB,21037711000001107,Losartan 100mg tablets 56 tablet (product)
Losartan,ARB,21037811000001104,Losartan 100mg tablets (Bristol Laboratories Ltd) 56 tablet (product)
Losartan,ARB,21037911000001109,Losartan 100mg tablets 84 tablet (product)
Losartan,ARB,21038011000001106,Losartan 100mg tablets (Bristol Laboratories Ltd) 84 tablet (product)
Losartan,ARB + TZ,21788511000001108,Losartan 50mg / Hydrochlorothiazide 12.5mg tablets (Waymade Healthcare Plc) (product)
Losartan,ARB + TZ,21788611000001107,Losartan 50mg / Hydrochlorothiazide 12.5mg tablets (Waymade Healthcare Plc) 28 tablet (product)
Losartan,ARB + TZ,21788711000001103,Losartan 100mg / Hydrochlorothiazide 25mg tablets (Waymade Healthcare Plc) (product)
Losartan,ARB + TZ,21788911000001101,Losartan 100mg / Hydrochlorothiazide 25mg tablets (Waymade Healthcare Plc) 28 tablet (product)
Losartan,ARB,21789211000001100,Losartan 25mg tablets (Waymade Healthcare Plc) (product)
Losartan,ARB,21789311000001108,Losartan 25mg tablets (Waymade Healthcare Plc) 28 tablet (product)
Losartan,ARB,21789411000001101,Losartan 50mg tablets (Waymade Healthcare Plc) (product)
Losartan,ARB,21789611000001103,Losartan 50mg tablets (Waymade Healthcare Plc) 28 tablet (product)
Losartan,ARB,21789711000001107,Losartan 100mg tablets (Waymade Healthcare Plc) (product)
Losartan,ARB,21789811000001104,Losartan 100mg tablets (Waymade Healthcare Plc) 28 tablet (product)
Losartan,ARB + TZ,21992611000001103,Losartan 100mg / Hydrochlorothiazide 12.5mg tablets (Sandoz Ltd) (product)
Losartan,ARB + TZ,21992711000001107,Losartan 100mg / Hydrochlorothiazide 12.5mg tablets (Sandoz Ltd) 28 tablet 2 x 14 tablets (product)
Losartan,ARB,22338011000001106,Losartan 25mg tablets (Aptil Pharma Ltd) (product)
Losartan,ARB,22338111000001107,Losartan 25mg tablets (Aptil Pharma Ltd) 28 tablet 2 x 14 tablets (product)
Losartan,ARB,22338211000001101,Losartan 50mg tablets (Aptil Pharma Ltd) (product)
Losartan,ARB,22338311000001109,Losartan 50mg tablets (Aptil Pharma Ltd) 28 tablet 2 x 14 tablets (product)
Losartan,ARB,22338411000001102,Losartan 100mg tablets (Aptil Pharma Ltd) (product)
Losartan,ARB,22338511000001103,Losartan 100mg tablets (Aptil Pharma Ltd) 28 tablet 2 x 14 tablets (product)
Losartan,ARB,23666311000001102,Losartan 25mg tablets (Sovereign Medical Ltd) (product)
Losartan,ARB,23666411000001109,Losartan 25mg tablets (Sovereign Medical Ltd) 28 tablet (product)
Losartan,ARB,23666511000001108,Losartan 50mg tablets (Sovereign Medical Ltd) (product)
Losartan,ARB,23666611000001107,Losartan 50mg tablets (Sovereign Medical Ltd) 28 tablet (product)
Losartan,ARB,23666711000001103,Losartan 100mg tablets (Sovereign Medical Ltd) (product)
Losartan,ARB,23666811000001106,Losartan 100mg tablets (Sovereign Medical Ltd) 28 tablet (product)
Losartan,ARB + TZ,24371211000001103,Losartan 100mg / Hydrochlorothiazide 12.5mg tablets (DE Pharmaceuticals) (product)
Losartan,ARB + TZ,24371311000001106,Losartan 100mg / Hydrochlorothiazide 12.5mg tablets (DE Pharmaceuticals) 28 tablet (product)
Losartan,ARB + TZ,24371411000001104,Losartan 100mg / Hydrochlorothiazide 25mg tablets (DE Pharmaceuticals) (product)
Losartan,ARB + TZ,24371511000001100,Losartan 100mg / Hydrochlorothiazide 25mg tablets (DE Pharmaceuticals) 28 tablet (product)
Losartan,ARB + TZ,24371611000001101,Losartan 50mg / Hydrochlorothiazide 12.5mg tablets (DE Pharmaceuticals) (product)
Losartan,ARB + TZ,24371711000001105,Losartan 50mg / Hydrochlorothiazide 12.5mg tablets (DE Pharmaceuticals) 28 tablet (product)
Losartan,ARB,24371811000001102,Losartan 100mg tablets (DE Pharmaceuticals) (product)
Losartan,ARB,24371911000001107,Losartan 100mg tablets (DE Pharmaceuticals) 28 tablet (product)
Losartan,ARB,24372011000001100,Losartan 12.5mg tablets (DE Pharmaceuticals) (product)
Losartan,ARB,24372111000001104,Losartan 12.5mg tablets (DE Pharmaceuticals) 28 tablet (product)
Losartan,ARB,24372211000001105,Losartan 25mg tablets (DE Pharmaceuticals) (product)
Losartan,ARB,24372311000001102,Losartan 25mg tablets (DE Pharmaceuticals) 28 tablet (product)
Losartan,ARB,24372411000001109,Losartan 50mg tablets (DE Pharmaceuticals) (product)
Losartan,ARB,24372511000001108,Losartan 50mg tablets (DE Pharmaceuticals) 28 tablet (product)
Losartan,ARB,24438211000001104,Losartan 50mg/5ml oral suspension 150 ml (product)
Losartan,ARB,24438311000001107,Losartan 50mg/5ml oral suspension (Drug Tariff Special Order) 150 ml (product)
Losartan,ARB + TZ,27475411000001100,Losartan 50mg / Hydrochlorothiazide 12.5mg tablets (Lupin (Europe) Ltd) (product)
Losartan,ARB + TZ,27475511000001101,Losartan 50mg / Hydrochlorothiazide 12.5mg tablets (Lupin (Europe) Ltd) 28 tablet (product)
Losartan,ARB + TZ,28070611000001106,Losartan 100mg / Hydrochlorothiazide 25mg tablets (Lupin (Europe) Ltd) (product)
Losartan,ARB + TZ,28071611000001101,Losartan 100mg / Hydrochlorothiazide 25mg tablets (Lupin (Europe) Ltd) 28 tablet (product)
Losartan,ARB,29898111000001108,Losartan 100mg tablets (Sigma Pharmaceuticals Plc) (product)
Losartan,ARB,29898211000001102,Losartan 100mg tablets (Sigma Pharmaceuticals Plc) 28 tablet (product)
Losartan,ARB + TZ,29898411000001103,Losartan 100mg / Hydrochlorothiazide 12.5mg tablets (Sigma Pharmaceuticals Plc) (product)
Losartan,ARB + TZ,29898511000001104,Losartan 100mg / Hydrochlorothiazide 12.5mg tablets (Sigma Pharmaceuticals Plc) 28 tablet (product)
Losartan,ARB + TZ,29898611000001100,Losartan 100mg / Hydrochlorothiazide 25mg tablets (Sigma Pharmaceuticals Plc) (product)
Losartan,ARB + TZ,29898711000001109,Losartan 100mg / Hydrochlorothiazide 25mg tablets (Sigma Pharmaceuticals Plc) 28 tablet (product)
Losartan,ARB,29898911000001106,Losartan 12.5mg tablets (Sigma Pharmaceuticals Plc) (product)
Losartan,ARB,29899011000001102,Losartan 12.5mg tablets (Sigma Pharmaceuticals Plc) 28 tablet (product)
Losartan,ARB,29899211000001107,Losartan 25mg tablets (Sigma Pharmaceuticals Plc) (product)
Losartan,ARB,29899311000001104,Losartan 25mg tablets (Sigma Pharmaceuticals Plc) 28 tablet (product)
Losartan,ARB + TZ,29899511000001105,Losartan 50mg / Hydrochlorothiazide 12.5mg tablets (Sigma Pharmaceuticals Plc) (product)
Losartan,ARB + TZ,29899611000001109,Losartan 50mg / Hydrochlorothiazide 12.5mg tablets (Sigma Pharmaceuticals Plc) 28 tablet (product)
Losartan,ARB,29904311000001105,Losartan 50mg tablets (Sigma Pharmaceuticals Plc) (product)
Losartan,ARB,29904411000001103,Losartan 50mg tablets (Sigma Pharmaceuticals Plc) 28 tablet (product)
Losartan,ARB + TZ,30810911000001108,Losartan 50mg / Hydrochlorothiazide 12.5mg tablets (Mawdsley-Brooks & Company Ltd) (product)
Losartan,ARB + TZ,30811011000001100,Losartan 50mg / Hydrochlorothiazide 12.5mg tablets (Mawdsley-Brooks & Company Ltd) 28 tablet (product)
Losartan,ARB + TZ,30811111000001104,Losartan 100mg / Hydrochlorothiazide 12.5mg tablets (Mawdsley-Brooks & Company Ltd) (product)
Losartan,ARB + TZ,30811211000001105,Losartan 100mg / Hydrochlorothiazide 12.5mg tablets (Mawdsley-Brooks & Company Ltd) 28 tablet (product)
Losartan,ARB,30811311000001102,Losartan 12.5mg tablets (Mawdsley-Brooks & Company Ltd) (product)
Losartan,ARB,30811411000001109,Losartan 12.5mg tablets (Mawdsley-Brooks & Company Ltd) 28 tablet (product)
Losartan,ARB,30811511000001108,Losartan 25mg tablets (Mawdsley-Brooks & Company Ltd) (product)
Losartan,ARB,30811611000001107,Losartan 25mg tablets (Mawdsley-Brooks & Company Ltd) 28 tablet (product)
Losartan,ARB + TZ,30826311000001104,Losartan 100mg / Hydrochlorothiazide 25mg tablets (Mawdsley-Brooks & Company Ltd) (product)
Losartan,ARB + TZ,30826411000001106,Losartan 100mg / Hydrochlorothiazide 25mg tablets (Mawdsley-Brooks & Company Ltd) 28 tablet (product)
Losartan,ARB,30826511000001105,Losartan 100mg tablets (Mawdsley-Brooks & Company Ltd) (product)
Losartan,ARB,30826611000001109,Losartan 100mg tablets (Mawdsley-Brooks & Company Ltd) 28 tablet (product)
Losartan,ARB,30855311000001105,Losartan 50mg tablets (Mawdsley-Brooks & Company Ltd) (product)
Losartan,ARB,30855511000001104,Losartan 50mg tablets (Mawdsley-Brooks & Company Ltd) 28 tablet (product)
Losartan,ARB,32413511000001108,Losartan 50mg tablets (Genesis Pharmaceuticals Ltd) (product)
Losartan,ARB,32413611000001107,Losartan 50mg tablets (Genesis Pharmaceuticals Ltd) 28 tablet (product)
Losartan,ARB,32413711000001103,Losartan 100mg tablets (Genesis Pharmaceuticals Ltd) (product)
Losartan,ARB,32413811000001106,Losartan 100mg tablets (Genesis Pharmaceuticals Ltd) 28 tablet (product)
Losartan,ARB,32416611000001101,Losartan 25mg tablets (Kent Pharmaceuticals Ltd) (product)
Losartan,ARB,32416711000001105,Losartan 25mg tablets (Kent Pharmaceuticals Ltd) 28 tablet (product)
Losartan,ARB,32416811000001102,Losartan 50mg tablets (Kent Pharmaceuticals Ltd) (product)
Losartan,ARB,32416911000001107,Losartan 50mg tablets (Kent Pharmaceuticals Ltd) 28 tablet (product)
Losartan,ARB,32417011000001106,Losartan 100mg tablets (Kent Pharmaceuticals Ltd) (product)
Losartan,ARB,32417111000001107,Losartan 100mg tablets (Kent Pharmaceuticals Ltd) 28 tablet (product)
Losartan,ARB,32494211000001107,Losartan 25mg tablets (Brown & Burk UK Ltd) (product)
Losartan,ARB,32494311000001104,Losartan 25mg tablets (Brown & Burk UK Ltd) 28 tablet 2 x 14 tablets (product)
Losartan,ARB,32494411000001106,Losartan 50mg tablets (Brown & Burk UK Ltd) (product)
Losartan,ARB,32494511000001105,Losartan 50mg tablets (Brown & Burk UK Ltd) 28 tablet 2 x 14 tablets (product)
Losartan,ARB,32616911000001105,Losartan 100mg tablets (Almus Pharmaceuticals Ltd) (product)
Losartan,ARB,32617011000001109,Losartan 100mg tablets (Almus Pharmaceuticals Ltd) 28 tablet (product)
Losartan,ARB,32617111000001105,Losartan 25mg tablets (Almus Pharmaceuticals Ltd) (product)
Losartan,ARB,32617211000001104,Losartan 25mg tablets (Almus Pharmaceuticals Ltd) 28 tablet (product)
Losartan,ARB,32617311000001107,Losartan 50mg tablets (Almus Pharmaceuticals Ltd) (product)
Losartan,ARB,32617411000001100,Losartan 50mg tablets (Almus Pharmaceuticals Ltd) 28 tablet (product)
Losartan,ARB,32661211000001105,Losartan 12.5mg tablets (Consilient Health Ltd) (product)
Losartan,ARB,32661311000001102,Losartan 12.5mg tablets (Consilient Health Ltd) 28 tablet 2 x 14 tablets (product)
Losartan,ARB,32753911000001104,Losartan 25mg tablets (Genesis Pharmaceuticals Ltd) (product)
Losartan,ARB,32754011000001101,Losartan 25mg tablets (Genesis Pharmaceuticals Ltd) 28 tablet 2 x 14 tablets (product)
Losartan,ARB,32873511000001106,Losartan 20mg/5ml oral suspension 1 ml (product)
Losartan,ARB,32873611000001105,Losartan 20mg/5ml oral suspension (Special Order) (product)
Losartan,ARB,32873711000001101,Losartan 20mg/5ml oral suspension (Special Order) 1 ml (product)
Losartan,ARB,32877911000001108,Losartan 20mg/5ml oral suspension (product)
Losartan,ARB + TZ,33594611000001106,Losartan 100mg / Hydrochlorothiazide 12.5mg tablets (Mylan Ltd) (product)
Losartan,ARB + TZ,33594811000001105,Losartan 100mg / Hydrochlorothiazide 12.5mg tablets (Mylan Ltd) 28 tablet (product)
Losartan,ARB,35165811000001108,Losartan 25mg tablets (Milpharm Ltd) (product)
Losartan,ARB,35165911000001103,Losartan 25mg tablets (Milpharm Ltd) 28 tablet (product)
Losartan,ARB,35166011000001106,Losartan 50mg tablets (Milpharm Ltd) (product)
Losartan,ARB,35166111000001107,Losartan 50mg tablets (Milpharm Ltd) 28 tablet (product)
Losartan,ARB,35166611000001104,Losartan 100mg tablets (Milpharm Ltd) (product)
Losartan,ARB,35166811000001100,Losartan 100mg tablets (Milpharm Ltd) 28 tablet (product)
Losartan,ARB + TZ,35167011000001109,Losartan 50mg / Hydrochlorothiazide 12.5mg tablets (Milpharm Ltd) (product)
Losartan,ARB + TZ,35167111000001105,Losartan 50mg / Hydrochlorothiazide 12.5mg tablets (Milpharm Ltd) 28 tablet (product)
Losartan,ARB + TZ,35167211000001104,Losartan 100mg / Hydrochlorothiazide 12.5mg tablets (Milpharm Ltd) (product)
Losartan,ARB + TZ,35167311000001107,Losartan 100mg / Hydrochlorothiazide 12.5mg tablets (Milpharm Ltd) 28 tablet (product)
Losartan,ARB + TZ,35167411000001100,Losartan 100mg / Hydrochlorothiazide 25mg tablets (Milpharm Ltd) (product)
Losartan,ARB + TZ,35167511000001101,Losartan 100mg / Hydrochlorothiazide 25mg tablets (Milpharm Ltd) 28 tablet (product)
Losartan,ARB + TZ,35484011000001104,Losartan 100mg / Hydrochlorothiazide 25mg tablets (Crescent Pharma Ltd) (product)
Losartan,ARB + TZ,35484311000001101,Losartan 100mg / Hydrochlorothiazide 25mg tablets (Crescent Pharma Ltd) 28 tablet 2 x 14 tablets (product)
Losartan,ARB,35656711000001103,Losartan 25mg tablets (Consilient Health Ltd) (product)
Losartan,ARB,35656811000001106,Losartan 25mg tablets (Consilient Health Ltd) 28 tablet (product)
Losartan,ARB,35657011000001102,Losartan 50mg tablets (Consilient Health Ltd) (product)
Losartan,ARB,35657111000001101,Losartan 50mg tablets (Consilient Health Ltd) 28 tablet (product)
Losartan,ARB,35657211000001107,Losartan 100mg tablets (Consilient Health Ltd) (product)
Losartan,ARB,35657311000001104,Losartan 100mg tablets (Consilient Health Ltd) 28 tablet (product)
Losartan,ARB + TZ,35688211000001101,Losartan 50mg / Hydrochlorothiazide 12.5mg tablets (Consilient Health Ltd) (product)
Losartan,ARB + TZ,35688311000001109,Losartan 50mg / Hydrochlorothiazide 12.5mg tablets (Consilient Health Ltd) 28 tablet (product)
Losartan,ARB + TZ,35688611000001104,Losartan 100mg / Hydrochlorothiazide 12.5mg tablets (Consilient Health Ltd) (product)
Losartan,ARB + TZ,35688711000001108,Losartan 100mg / Hydrochlorothiazide 12.5mg tablets (Consilient Health Ltd) 28 tablet (product)
Losartan,ARB + TZ,35688811000001100,Losartan 100mg / Hydrochlorothiazide 25mg tablets (Consilient Health Ltd) (product)
Losartan,ARB + TZ,35688911000001105,Losartan 100mg / Hydrochlorothiazide 25mg tablets (Consilient Health Ltd) 28 tablet (product)
Losartan,ARB + TZ,35850811000001103,Losartan 100mg / Hydrochlorothiazide 12.5mg tablets (Medreich Plc) (product)
Losartan,ARB + TZ,35850911000001108,Losartan 100mg / Hydrochlorothiazide 12.5mg tablets (Medreich Plc) 28 tablet 2 x 14 tablets (product)
Losartan,ARB + TZ,35852211000001103,Losartan 50mg / Hydrochlorothiazide 12.5mg tablets (Medreich Plc) (product)
Losartan,ARB + TZ,35852311000001106,Losartan 50mg / Hydrochlorothiazide 12.5mg tablets (Medreich Plc) 28 tablet 2 x 14 tablets (product)
Losartan,ARB + TZ,35856211000001102,Losartan 100mg / Hydrochlorothiazide 25mg tablets (Medreich Plc) (product)
Losartan,ARB + TZ,35856311000001105,Losartan 100mg / Hydrochlorothiazide 25mg tablets (Medreich Plc) 28 tablet (product)
Losartan,ARB,36025911000001102,Losartan 100mg tablets (Medreich Plc) (product)
Losartan,ARB,36026011000001105,Losartan 100mg tablets (Medreich Plc) 28 tablet 2 x 14 tablets (product)
Losartan,ARB,36045611000001105,Losartan 12.5mg tablets (Medreich Plc) (product)
